,processo_gdf,modalidade_licitacao,numero_licitacao,valor_estimado_contratacao,text,labels
520,00055-00048823/2020-51,PREGÃO ELETRÔNICO,11/2021,"1.619.564,75","AVISO DE ABERTURA PREGÃO ELETRÔNICO Nº 11/2021 Encontra-se a disposição dos interessados , no site www.comprasgovernamentais.gov.br o seguinte Edital : Processo : 00055-00048823/ 2020-51 . UASG : 926142 . Tipo : Menor Preço por Item . Objeto : Registro de Preços para aquisição de veículos automotores caracterizados a serem utilizados em transporte de servidores e carga do Departamento de Trânsito do Distrito Federal , conforme condições , quantidades , exigências e estimativas , estabelecidas no Termo de Referência , constantes no Anexo A deste Edital . Abertura : 21 de junho de 2021 , às 09:00 horas . Valor total estimado : R$ 1.619.564,75 . As empresas e/ou representantes interessadas no edital obrigam-se a acompanhar o Diário Oficial do Distrito Federal sobre possíveis alterações . Mais informações , e-mail : licitacao@detran.df.gov.br . Brasília / DF , 07 de junho de 2021 BRUNO OLIVEIRA CAETANO Pregoeiro ",O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
521,00113-00005906/2021-95,PREGÃO ELETRÔNICO,56/2021,"26.833,33","AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 56/2021 A presente licitação tem por objeto a aquisição de material permanente aquisição de equipamentos para aparelhamento / substituição / melhoramento do Laboratório de Solos ( NULSO ) do Departamento de Estradas de Rodagem do Distrito Federal ( DER / DF ) , tudo conforme especificado no Edital e em seus anexos . Processo 00113-00005906/ 2021-95 . Data e horário para recebimento das propostas : até 09h00min do dia 29 de junho de 2021 , com valor estimado de R$ 26.833,33 . O respectivo Edital poderá ser retirado exclusivamente nos endereços eletrônicos www.der.df.gov.br e www.licitacoes-e.com.br . Demais informações no próprio Edital . Brasília / DF , 02 de junho de 2021 ANA HILDA DO CARMO SILVA Diretora SOCIEDADE DE TRANSPORTES COLETIVOS DE BRASÍLIA ",O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
522,00095-00000262/2021-41,PREGÃO ELETRÔNICO,06/2021,"1.500.000,00","AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 06/2021 - UASG 926167 Processo : 00095-00000262/ 2021-41 . Objeto : Seleção da proposta mais vantajosa para concessão de uso de área 13.043,36 m² da Garagem Plano Piloto , de propriedade desta Administração , conforme condições e especificações constantes do Edital e seus Anexos . Edital disponível para download nos sites www.gov.br/compras e www.tcb.df.gov.br/licitacoes . Envio de Esclarecimentos e Impugnações para o e-mail : licitacao@tcb.df.gov.br . Preço Estimado Total R$ 1.500.000,00 ( um milhão quinhentos mil reais ) . Data / Hora de abertura : 24 de junho de 2021 , às 10h . Local : www.gov.br/compras CHANCERLEY DE MELO SANTANA Diretor-Presidente ",O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
523,00097-00001774/2021-78,PREGÃO ELETRÔNICO,14/2021,,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 14/2021 UASG 925046 O METRÔ-DF , por meio de seu Pregoeiro , torna pública a realização de licitação do tipo menor preço para a aquisição de Gêneros de Alimentação ( Açúcar e Café ) , conforme processo 00097-00001774/ 2021-78 . O valor estimado da contratação é sigiloso de acordo com os arts . 34 da Lei nº 13.303/2016 e 42 do Regulamento Interno de Licitações e Contratos do METRÔ-DF . Data e horário para recebimento e de abertura das propostas : até as 10:00 do dia 18/06/2021 . O respectivo Edital poderá ser retirado gratuitamente nos endereços eletrônicos www.metro.df.gov.br e www.comprasgovernamentais.gov.br , mediante pré-cadastro realizado neste último para participação na licitação . KLAUS VILAR WURMBAUER ",O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
524,00092-00020050/2021-19,PREGÃO ELETRÔNICO,,,"AVISO DE LICITAÇÃO ( * ) PREGÃO ELETRÔNICO PE Nº 124/2021 Processo : 00092-00020050/ 2021-19 . OBJETO : Aquisição de materiais plásticos , rígidos e flexíveis para redes de água ( conexões e tubos PP , PVC , PEAD ) . CRITÉRIO DE JULGAMENTO : Menor Preço ; DOTAÇÃO ORÇAMENTÁRIA : UO 22.202 ; PROGRAMA DE TRABALHO : 17.122.8209.8517/6977 ; NATUREZA DE DESPESA : 33.90.30 ; Código de Aplicação : 12.403.402. 200-0 . FONTE DE RECURSO : Recursos próprios da Caesb , código : 11.101.000. 000-3 . ENTREGA : 30 dias . ABERTURA : 18/06/2021 , às 09 horas no site https://www.gov.br/compras/pt-br ( UASG : 974200 ) . INFORMAÇÕES : O edital e seus anexos encontram-se disponíveis nos sites : www.caesb.df.gov.br menu Licitações e https://www.gov.br/compras/pt-br , a partir do dia 08/06/2021 . Fone : ( 61 ) 3213-7164 , E-mail : licitacao@caesb.df.gov.br . LUDYMILLA RODRIGUES NUNES Pregoeira _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ( * ) . Republicado por ter sido encaminhado com incorreção no original , publicado no DODF nº 104 , de 07 de junho de 2021 , página 61 . ",O O O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
525,0011000001028/2021-13,,08/2021,"53.637.947,89","AVISO DE LICITAÇÃO Concorrência nº 08/2021 DECOMP / DA do tipo menor preço para contratação pelo Distrito Federal , por meio da Secretaria de Estado de Obras e Infraestrutura do Distrito Federal , de empresa especializada para Execução dos serviços de requalificação da Etapa 2 da Avenida Hélio Prates , em Taguatinga-DF , RA-TAG , entre a QNG / QI 1 e a EPCT ( DF-001 ) Pistão Norte , compreendendo os serviços de ampliação e remodelação de calçadas , incluindo acessibilidade e travessias , reordenamento e pavimentação de estacionamentos públicos , implantação de pavimentação rígida e recuperação de pavimento flexível na Av. Hélio Prates , implantação de corredor exclusivo para BRT ( Bus Rapid Transit ) , implantação de ciclovia , paisagismo , inclusão de mobiliário urbano , obras de drenagem , sinalização e execução de obras no interior do Parque Ecológico do Cortado com implantação de lagoas de detenção e solução para contenção de erosão junto ao mirante do parque , conforme normas pertinentes da Associação Brasileira de Normas Técnicas ABNT , DNIT , NOVACAP e ainda as exigências e demais condições e especificações , memorial descritivo , quantitativos expressos no projeto e informações constantes do Termo de Referência e no Edital e seus anexos . - processo 0011000001028/ 2021-13 . Valor estimado R$ 53.637.947,89 . Data e horário da licitação : 09 de julho de 2021 às 09:00h . A NOVACAP realizará o certame acima na Sala de Licitações do DECOMP / DA - sito no Setor de Áreas Públicas , Lote B , Bloco A 1º andar Sede da Companhia em Brasília DF . O Edital e seus anexos poderão ser retirados exclusivamente no sítio www.novacap.df.gov.br . Contatos : ( 061 ) 3403-2321 ou ( 061 ) 3403-2322 e email : dilic@novacap.df.gov.br . Brasília / DF , 07 de junho de 2021 SHIRLEY DE FARIA SOARES DE CARVALHO Chefe ",O O O O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
526,00040-00015899/2021-59,PREGÃO ELETRÔNICO,65/2021,"3.221.320,63","AVISOS DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 65/2021 - UASG 974002 A Pregoeira comunica aos interessados que a fim de atender aos órgãos e entidades que compõem o Complexo Administrativo do Distrito Federal , a Subsecretaria de Compras Governamentais SCG / SPLAN / SEEC operacionalizará a licitação no sistema Comprasnet , cujo objeto é o Registro de Preços para eventual aquisição de material de limpeza e produção de higienização ( álcool em gel e líquido ) , de acordo com as condições e características constante no Edital e seus anexos . Valor estimado : R$ 3.221.320,63 . Tipo de Licitação : Menor Preço . Elemento de Despesa : 33.90.30 . Abertura das propostas dia 20/07/2021 , às 09:30 . Processo 00040-00015899/ 2021-59 . O edital poderá ser retirado no endereço eletrônico www.comprasgovernamentais.gov.br . Informações pelo e-mail : pregoeirosulog05@economia.df.gov.br . Brasília / DF , 05 de julho de 2021 KARLA REGINA DA SILVA ROCHA ",O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
527,0006000430353/2019-35,PREGÃO ELETRÔNICO,216/2021,"3.353.883,4350","AVISO DE ABERTURA PREGÃO ELETRÔNICO Nº 216/2021 - UASG 926119 Objeto : aquisição de Mobiliários : MESA DE CABECEIRA e MESA DE REFEIÇÕES , em sistema de registro de preços , para atender a demanda da Secretaria de Saúde DF , conforme especificações e quantitativos constantes no Anexo 1 do Edital . Processo 0006000430353/ 2019-35 . Total de 04 itens ( ampla concorrência e cotas às MEs / EPPs ) . Valor Estimado : R$ 3.353.883,4350 . Cadastro das Propostas : a partir de 06/07/2021 . Abertura das Propostas : 16/07/2021 , às 09:30 horas , horário de Brasília , no site www.comprasnet.gov.br . O Edital encontra-se disponibilizado , sem ônus , no site , ou , com ônus , no endereço : SRTVN , Quadra 701 , Conjunto C , Edifício PO 700 , 2º andar , sala : Central de Compras / DAQ / SUAG , CEP : 70. 723-040 - Brasília / DF . LÍNEA CAROLINE DA SILVA LIMA Pregoeira ",O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
528,00060-00490159/2020-42,PREGÃO ELETRÔNICO,218/2021,"20.736.380,9004","AVISO DE ABERTURA PREGÃO ELETRÔNICO Nº 218/2021 - UASG 926119 Objeto : Aquisição regular dos produtos : FÓRMULA PEDIÁTRICA PARA NUTRIÇÃO ENTERAL E ORAL e outros , em sistema de registro de preços , para atender às demandas da Secretaria de Saúde DF , conforme especificações e quantitativos constantes no Anexo I do Edital . Processo 00060-00490159/ 2020-42 . Total de 33 itens ( ampla concorrência e cotas reservadas as ME / EPP s ) . Valor Estimado : R$ 20.736.380,9004 . Cadastro das Propostas : a partir de 06/07/2021 . Abertura das Propostas : 16/07/2021 , às 09:30 horas , horário de Brasília , no site www.comprasnet.gov.br . O Edital encontra-se disponibilizado , sem ônus , no site , ou , com ônus , no endereço : SRTVN , Quadra 701 , Conjunto C , Edifício PO 700 , 2º andar , sala : Central de Compras / DAQ / SUAG , CEP : 70. 723-040 Brasília / DF . PRISCILLA MOREIRA FALCÃO FIGUEIREDO Pregoeira ",O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
529,00052-00001859/2021-36,PREGÃO ELETRÔNICO,28/2021,"24.526,67","AVISO DE LICITAÇÃO ( * ) PREGÃO ELETRÔNICO Nº 28/2021 Processo : 00052-00001859/ 2021-36 . OBJETO : Aquisição de 01 ( uma ) fonte externa elétrica para ser utilizada nos acionamentos dos aviões Beechcraft Baron 58 , matrícula PTICT e no avião Embraer 121 Xingu II , matrícula PT-FAX ou outro modelo que venha a ser operado pela Polícia Civil do Distrito Federal , cuja especificação da bateria seja de 28 Vdc , conforme especificações e condições estabelecidas no termo de referência constante do Anexo I do Edital . TIPO : Menor Preço . Valor estimado da licitação : R$ 24.526,67 ( vinte e quatro mil quinhentos e vinte e seis reais e sessenta e sete centavos ) , Natureza de Despesa : 44.90.52 , Fonte : 100 . Programa de Trabalho : 28.845.0903.00NR.0053 Manutenção da Polícia Civil do Distrito Federal . Unidade Orçamentária : 73.901 Fundo Constitucional do Distrito Federal . UASG : 926015 . Prazo de execução : conforme Termo de Referência . Data limite do recebimento das propostas : 21 de julho de 2021 , às 14h . O Edital , com todos seus anexos , deverá ser obtido nos sites www.comprasnet.gov.br e www.pcdf.df.gov.br ou ainda na Comissão Permanente de Licitação , localizada no SPO , Conjunto A , Lote 23 , Edifício da Direção Geral , 3º Andar , Complexo da Polícia Civil do Distrito Federal , Brasília-DF , nos dias úteis , das 12h às 18h30min , através de mídia , a qual deverá ser fornecida pelo interessado . Maiores informações na CPL / PCDF , fones : ( 61 ) 3207-4071/4046 . Brasília / DF , 05 de julho de 2021 KELLY CRISTINA CORDEIRO GUEDES Pregoeira _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ( * ) Republicado por ter sido encaminhado com incorreção no original , publicado no DODF nº 112 , de 17 de junho de 2021 , página 44 . ",O O O O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-valor_estimado_contratacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
530,00092-00012021/2021-06,PREGÃO ELETRÔNICO,165/2021,,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 165/2021 Processo : 00092-00012021/ 2021-06 . OBJETO : Aquisição de peças sobressalentes e consumíveis para equipamentos da marca HACH , na forma do Sistema de Registro de preços - SRP . CRITÉRIO DE JULGAMENTO : Menor Preço ; DOTAÇÃO ORÇAMENTÁRIA : UO 22.202 ; PROGRAMA DE TRABALHO : 17.122.8209.8517/6977 ; NATUREZA DE DESPESA : 33.90.30 ; Código de Aplicação : 12.203.205. 200-7 . FONTE DE RECURSO : Recursos próprios da Caesb , código : 11.101.000. 000-3 . ENTREGA : 90 dias . VIGÊNCIA DA ATA DE REGISTRO DE PREÇOS : 365 dias . ABERTURA : 19/07/2021 , às 09 horas no site https://www.gov.br/compras/pt-br ( UASG : 974200 ) . INFORMAÇÕES : O edital e seus anexos encontram-se disponíveis nos sites : www.caesb.df.gov.br menu Licitações e https://www.gov.br/compras/pt-br , a partir do dia 06/07/2021 . Fone : ( 61 ) 3213-7130 , E-mail : licitacao@caesb.df.gov.br . SÍLVIO S. GONÇALVES SOARES ",O O O B-modalidade_licitacao I-modalidade_licitacao O B-numero_licitacao O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
